phrase	count	pmi	parts_gloss	ref
וברב טובו	3	8.99	חוט השתי (ערב בבגד) · טובה, אנש דלא מקדם טוב	פיוט #181 — בערב כבוא השמש : מועד ציאתך ממצרים
על פני אהרנ	3	10.41	על (מילת יחס) · פני · אהרן (שם עצם: הכהן הגד	פיוט #181 — בערב כבוא השמש : מועד ציאתך ממצרים
עליונ ואה	3	6.67	עליהם · קריאת פנייה, אהה	פיוט #182 — צלות מועך הפסח צפרה בדקטס
בכמ ננפ	3	10.9	האות בית, אות ראשית של · כנף	פיוט #182 — צלות מועך הפסח צפרה בדקטס
יומה במועדימ	3	7.11	היום, כיום · מועד, זמן קבוע, אסיפה	פיוט #182 — צלות מועך הפסח צפרה בדקטס
וטובות וחסדימ	3	13.31	טובה, אנש דלא מקדם טוב · חסד, טובה, חן	פיוט #182 — צלות מועך הפסח צפרה בדקטס
מצות ויעש	3	8.22	הקשבה, שמיעה · ויעש	פיוט #182 — צלות מועך הפסח צפרה בדקטס
וטרקה אלהימ אל	3	13.1	אבן יקרה, עגלה · אלוהים, אל · אלוהות, אלהים	פיוט #182 — צלות מועך הפסח צפרה בדקטס
אל עליונ ואה	3	13.44	אלוהות, אלהים · עליהם · קריאת פנייה, אהה	פיוט #182 — צלות מועך הפסח צפרה בדקטס
יהיה בכמ ננפ	3	21.75	מהירות swiftness · האות בית, אות ראשית של · כנף	פיוט #182 — צלות מועך הפסח צפרה בדקטס
מצות ויעש האותות	3	21.49	הקשבה, שמיעה · ויעש · אות, סימן, מופת	פיוט #182 — צלות מועך הפסח צפרה בדקטס
וטרקה אלהימ אל עליונ	3	23.68	אבן יקרה, עגלה · אלוהים, אל · אלוהות, אלהים · עליהם	פיוט #182 — צלות מועך הפסח צפרה בדקטס
אלהימ אל עליונ ואה	3	21.99	אלוהים, אל · אלוהות, אלהים · עליהם · קריאת פנייה, אהה	פיוט #182 — צלות מועך הפסח צפרה בדקטס
ולא יהיה בכמ ננפ	3	29.2	מילת שלילה והאיסור · מהירות swiftness · האות בית, אות ראשית של · כנף	פיוט #182 — צלות מועך הפסח צפרה בדקטס
לאהליכ ששת ימימ תאכל	3	35.73	אוהל, מגורים · ששת · שבועה, oath · לאכול	פיוט #182 — צלות מועך הפסח צפרה בדקטס
דבחכמתו הקדושה	3	12.31	ידיעה, לימוד, חוכמה, k · קדושה	פיוט #183 — ופנית בבקר ישרו אלקטף
בו לעמו	3	4.34	בו · דוד, דודן	פיוט #183 — ופנית בבקר ישרו אלקטף
יהוה פקד	3	2.77	יהוה, שם האלהים · ציווה	פיוט #183 — ופנית בבקר ישרו אלקטף
נקריב קרבנ	3	9.44	להתקרב, לגשת · קרבן, הקרבה	פיוט #183 — ופנית בבקר ישרו אלקטף
הוציא יהוה	3	4.42	הוציא · יהוה, שם האלהים	פיוט #184 — צלות מועד הפסח צפרה בדקטס
יהוה אח	3	3.06	יהוה, שם האלהים · אח	פיוט #184 — צלות מועד הפסח צפרה בדקטס
ישראל מארצ	3	6.75	ישראל, שמו של יעקב · חלק הגוף, מתנים (loins	פיוט #184 — צלות מועד הפסח צפרה בדקטס
ישראל ביד	3	2.99	ישראל, שמו של יעקב · ביד, על ידי (by, throu	פיוט #184 — צלות מועד הפסח צפרה בדקטס
רמה לעיני	3	6.96	תולעה · עין (איבר הראייה)	פיוט #184 — צלות מועד הפסח צפרה בדקטס
מצרימ ומצרימ	3	9.58	מצרים · שם מקום misrəm	פיוט #184 — צלות מועד הפסח צפרה בדקטס
ומצרימ מקברימ	3	14.44	שם מקום misrəm · לקבור	פיוט #184 — צלות מועד הפסח צפרה בדקטס
אשר הכה	3	4.59	דברים · להכות, למחוא	פיוט #184 — צלות מועד הפסח צפרה בדקטס
חג ליהוד	3	8.12	לחגוג, לחגוג חג · splendor, הדר, הוד	פיוט #184 — צלות מועד הפסח צפרה בדקטס
ליהוד אלהיכ	3	7.99	splendor, הדר, הוד · אלוהות, God	פיוט #184 — צלות מועד הפסח צפרה בדקטס
בל מלאכת	3	7.18	דעת, שכל · מלאך, שליח	פיוט #184 — צלות מועד הפסח צפרה בדקטס
מכתב אחד ויתמר	3	14.66	כתיבה, מכתב · אחד · תמר, עץ דקל ופרי (palm	פיוט #184 — צלות מועד הפסח צפרה בדקטס
בני ישראל מארצ	3	16.81	בני · ישראל, שמו של יעקב · חלק הגוף, מתנים (loins	פיוט #184 — צלות מועד הפסח צפרה בדקטס
יהוד יראה אשר	3	12.19	splendor, הדר, הוד · אמונה, ביטחון, אהבה · דברים	פיוט #184 — צלות מועד הפסח צפרה בדקטס
ביד רמה לעיני	3	18.24	ביד, על ידי (by, throu · תולעה · עין (איבר הראייה)	פיוט #184 — צלות מועד הפסח צפרה בדקטס
לעיני כל מצרימ	3	13.88	עין (איבר הראייה) · כל, כולו · מצרים	פיוט #184 — צלות מועד הפסח צפרה בדקטס
מצרימ ומצרימ מקברימ	3	25.43	מצרים · שם מקום misrəm · לקבור	פיוט #184 — צלות מועד הפסח צפרה בדקטס
ויתמר אדיק עליננ	3	17.28	תמר, עץ דקל ופרי (palm · הסתכלות, looking · עלינו	פיוט #184 — צלות מועד הפסח צפרה בדקטס
הצלות בטוב אמנ	3	15.81	לשקוע, להיטבע במים · הצדיקים, הטובים · עמידה, וקיום, התמדה, א	פיוט #184 — צלות מועד הפסח צפרה בדקטס
יהוד יראה אשר יאמר	3	25.24	splendor, הדר, הוד · אמונה, ביטחון, אהבה · דברים · 1. אמירה, דיבור, מוצא 	פיוט #184 — צלות מועד הפסח צפרה בדקטס
תשתבח ותתחסל הצלות בטוב	3	33.6	שבח, תהילה · חלילה! far be it · לשקוע, להיטבע במים · הצדיקים, הטובים	פיוט #184 — צלות מועד הפסח צפרה בדקטס
הבריה ואלקטפ	3	10.14	ביריה · ואלקטפ	פיוט #185 — צלות מועד הפסח במדינה
הארצ תתברכ	3	7.95	ארץ, אדמה · ברך	פיוט #185 — צלות מועד הפסח במדינה
אלהי אדמ	3	2.77	אלוהות, God · אבן יקרה, גם	פיוט #185 — צלות מועד הפסח במדינה
בה ברוכ	3	3.49	האות בית, אות ראשית של · ברוך	פיוט #185 — צלות מועד הפסח במדינה
בחסדו יתרחמ	3	12.98	חסד, טובה, חן · אהבה, חמלה	פיוט #185 — צלות מועד הפסח במדינה
בבל מה	3	3.59	בבל, ממלכת בבל וארץ בב · מה	פיוט #185 — צלות מועד הפסח במדינה
ירוח לכ	3	5.43	תנועת אוויר, רוח, רוח  · אותך	פיוט #185 — צלות מועד הפסח במדינה
ויומי חייכ	3	11.66	יום · קיום, חיים, עשייה למען	פיוט #185 — צלות מועד הפסח במדינה
ברחמיו עליכ	3	7.31	אהבה, חמלה · עליך	פיוט #185 — צלות מועד הפסח במדינה
וקצי הבריה ואלקטפ	3	22.75	גזירה וכריתה · ביריה · ואלקטפ	פיוט #185 — צלות מועד הפסח במדינה
על הארצ תתברכ	3	14.31	על (מילת יחס) · ארץ, אדמה · ברך	פיוט #185 — צלות מועד הפסח במדינה
לכ מכל ארצמ	3	14.52	אותך · מכל · לחץ, עושק, מצוקה	פיוט #185 — צלות מועד הפסח במדינה
בשמ וקצי הבריה ואלקטפ	3	32.0	בשם · גזירה וכריתה · ביריה · ואלקטפ	פיוט #185 — צלות מועד הפסח במדינה
השמימ על הארצ תתברכ	3	24.46	שמים, רקיע · על (מילת יחס) · ארץ, אדמה · ברך	פיוט #185 — צלות מועד הפסח במדינה
מנ לקח	3	3.43	דברים · לקחת, to take	פיוט #186 — צלות מועד הפסח במדינה
וישמ עובדיכ	3	7.61	יש, ישנו · עשה, פעל	פיוט #186 — צלות מועד הפסח במדינה
כל הברכות	3	3.2	כל, כולו · מנהל הבית, אפוטרופוס	פיוט #186 — צלות מועד הפסח במדינה
הברכות האלה	3	8.66	מנהל הבית, אפוטרופוס · אלוהות, God	פיוט #186 — צלות מועד הפסח במדינה
עוד לו	3	2.5	עוד · ועד	פיוט #186 — צלות מועד הפסח במדינה
כל שמעיו	3	2.65	כל, כולו · שמיעה, הקשבה	פיוט #186 — צלות מועד הפסח במדינה
פני גדלו	3	6.69	פני · גדולה, עוצמה (greatnes	פיוט #186 — צלות מועד הפסח במדינה
זה זכרונ	3	2.73	זה, this · זכרון, אזכרה	פיוט #186 — צלות מועד הפסח במדינה
בו עשה	3	1.8	בו · עושה	פיוט #186 — צלות מועד הפסח במדינה
ויהי השמש	3	7.32	מהירות swiftness · עבד, משרת	פיוט #186 — צלות מועד הפסח במדינה
אלהי מנ לקח	3	12.03	אלוהות, God · דברים · לקחת, to take	פיוט #186 — צלות מועד הפסח במדינה
ובאו עליכ כל	3	14.85	או (מילית ברירה) · עליך · כל, כולו	פיוט #186 — צלות מועד הפסח במדינה
עליכ כל הברכות	3	13.17	עליך · כל, כולו · מנהל הבית, אפוטרופוס	פיוט #186 — צלות מועד הפסח במדינה
עליו עוד לו	3	11.4	עליו · עוד · ועד	פיוט #186 — צלות מועד הפסח במדינה
עוד לו עוד	3	13.64	עוד · ועד · עוד	פיוט #186 — צלות מועד הפסח במדינה
והבו נדל לאלהינו	3	23.88	נתן, לתת · גדולה, אחזינן · אלוהות, God	פיוט #186 — צלות מועד הפסח במדינה
ובאו עליכ כל הברכות	3	27.71	או (מילית ברירה) · עליך · כל, כולו · מנהל הבית, אפוטרופוס	פיוט #186 — צלות מועד הפסח במדינה
עליו עוד לו עוד	3	22.54	עליו · עוד · ועד · עוד	פיוט #186 — צלות מועד הפסח במדינה
יבוא בעתו	3	9.82	ביאה, כניסה · בהלה ופחד, terror, dis	פיוט #187 — צלות מועד הפסח במדינה
לכ יזמנ	3	5.84	אותך · מזומנת, נקראת	פיוט #187 — צלות מועד הפסח במדינה
ונח ואברמ	3	13.33	לנוח, לנוח תחת אילן · תרח אולד ית אברם	פיוט #187 — צלות מועד הפסח במדינה
רע חני	3	9.9	רע, מום, פגם · חני, בני גד צפון ושלונ	פיוט #187 — צלות מועד הפסח במדינה
ירבכ ויפרכ	3	14.39	שר, ראש, אדון · המרה, חילוף (בן-גזון ש	פיוט #187 — צלות מועד הפסח במדינה
ולאלפי רבבה	3	14.39	לימוד, הוראה · רבבה, עשרת אלפים	פיוט #187 — צלות מועד הפסח במדינה
שנה בשמח	3	3.85	שנה · שמחה, joy	פיוט #187 — צלות מועד הפסח במדינה
ואתונ אה	3	4.28	אתון, she-ass · הנה	פיוט #187 — צלות מועד הפסח במדינה
אדמ ונח ואברמ	3	23.77	אבן יקרה, גם · לנוח, לנוח תחת אילן · תרח אולד ית אברם	פיוט #187 — צלות מועד הפסח במדינה
מאה שנה בשמח	3	14.02	מאה (100) · שנה · שמחה, joy	פיוט #187 — צלות מועד הפסח במדינה
במקומ אשר בחר	3	15.21	מקום · דברים · בחר	פיוט #187 — צלות מועד הפסח במדינה
בעמל אדמ ונח ואברמ	3	33.54	בעל חיים, בהמה · אבן יקרה, גם · לנוח, לנוח תחת אילן · תרח אולד ית אברם	פיוט #187 — צלות מועד הפסח במדינה
ותוכ ואחר	3	13.21	פנים, אמצע, תוך · לאחר, סוף	פיוט #189 — כיועד הפסח פרווז
ומועד מברכ	3	7.21	מועד, זמן קבוע, אסיפה · ברך	פיוט #189 — כיועד הפסח פרווז
את מצרימ	3	2.64	אתה (כינוי גוף שני זכר · מצרים	פיוט #190 — צלות מועך הפסח במדינה
קטפ הטבעת	3	8.2	משחה, סיכה על ראש · לשקוע, לטבוע (אינטרנזי	פיוט #190 — צלות מועך הפסח במדינה
